"Movie","Netflix","Hulu","Prime.Video","Disney.","imdb_title_id","date_published","genre","duration","description","weighted_average_vote","total_votes","mean_vote","allgenders_0age_avg_vote","allgenders_0age_votes","allgenders_18age_avg_vote","allgenders_18age_votes","allgenders_30age_avg_vote","allgenders_30age_votes","allgenders_45age_avg_vote","allgenders_45age_votes","Certificate","Genre","Meta_score","Poster_Link"
"Groundhog Day",1,0,0,0,"tt0107048","1993-04-08","Comedy, Fantasy, Romance",101,"A weatherman finds himself inexplicably living the same day over and over again.",8,569359,8,8,255,7.9,95107,8.1,246638,8.1,78061,"U","Comedy, Fantasy, Romance",72,"https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Guardians of the Galaxy",0,0,0,1,"tt2015381","2014-10-22","Action, Adventure, Comedy",121,"A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.",8,1023350,8.1,8.2,1311,8.1,252664,8,333132,8,74442,"UA","Action, Adventure, Comedy",76,"https://m.media-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_UX67_CR0,0,67,98_AL_.jpg"
"Guardians of the Galaxy Vol. 2",0,0,0,1,"tt3896198","2017-04-25","Action, Adventure, Comedy",136,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",7.6,550182,7.7,7.8,1132,7.7,125939,7.5,172960,7.6,39866,"UA","Action, Adventure, Comedy",67,"https://m.media-amazon.com/images/M/MV5BNjM0NTc0NzItM2FlYS00YzEwLWE0YmUtNTA2ZWIzODc2OTgxXkEyXkFqcGdeQXVyNTgwNzIyNzg@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Harold and Maude",0,0,1,0,"tt0067185","1974-04-23","Comedy, Drama, Romance",91,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",7.9,69468,8,8.3,21,8,9477,7.8,28781,8,15449,"PG","Comedy, Drama, Romance",62,"https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Hell or High Water",1,0,0,0,"tt2582782","2016-11-18","Action, Crime, Drama",102,"A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.",7.6,198293,7.7,7.5,98,7.7,41500,7.5,75733,7.6,22275,"R","Action, Crime, Drama",88,"https://m.media-amazon.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Her",1,0,0,0,"tt1798709","2014-03-13","Drama, Romance, Sci-Fi",126,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",8,523975,7.9,8.3,355,8.2,142612,7.9,195163,7.4,36474,"A","Drama, Romance, Sci-Fi",90,"https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Hunt for the Wilderpeople",0,1,0,0,"tt4698684","2016-03-31","Adventure, Comedy, Drama",101,"A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.",7.9,104624,8,8.2,103,7.9,23808,7.8,40492,7.7,9751,"UA","Adventure, Comedy, Drama",81,"https://m.media-amazon.com/images/M/MV5BMjI1MDQ2MDg5Ml5BMl5BanBnXkFtZTgwMjc2NjM5ODE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"In the Heat of the Night",0,0,1,0,"tt0061811","1968-01-12","Crime, Drama, Mystery",110,"A black police detective is asked to investigate a murder in a racially hostile southern town.",7.9,65862,7.9,8.3,15,7.9,7094,7.9,26142,8.1,17722,"U","Crime, Drama, Mystery",75,"https://m.media-amazon.com/images/M/MV5BZjZhZTZkNWItZGE1My00MTRkLWI2ZDktMWZkZTIxZWYxOTgzXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Inception",1,0,0,0,"tt1375666","2010-09-24","Action, Adventure, Sci-Fi",148,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.",8.8,2002816,8.7,9,1688,9,502976,8.7,745750,8.1,132389,"UA","Action, Adventure, Sci-Fi",74,"https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Incredibles 2",1,0,0,0,"tt3606756","2018-09-19","Animation, Action, Adventure",118,"The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.",7.6,239495,7.7,7.6,657,7.8,65157,7.5,65172,7.5,16709,"UA","Animation, Action, Adventure",80,"https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_UX67_CR0,0,67,98_AL_.jpg"
"Indiana Jones and the Last Crusade",1,0,0,0,"tt0097576","1989-10-06","Action, Adventure",127,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against",8.2,676976,8.2,8.3,440,8.2,108453,8.3,282422,8.1,89147,"U","Action, Adventure",65,"https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Inglourious Basterds",1,0,0,0,"tt0361748","2009-10-02","Adventure, Drama, War",153,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",8.3,1229958,8.2,8.6,877,8.5,285370,8.3,488901,7.8,96015,"A","Adventure, Drama, War",69,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Inherit the Wind",0,0,1,0,"tt0053946","1960-12-01","Biography, Drama, History",128,"Based on a real-life case in 1925, two great lawyers argue the case for and against a science teacher accused of the crime of teaching evolution.",8.1,26652,8.1,8.8,5,8.2,2661,8,10217,8.2,7903,"Passed","Biography, Drama, History",75,"https://m.media-amazon.com/images/M/MV5BMGQ5ODNkNWYtYTgxZS00YjJkLThhODAtYzUwNGNiYjRmNjdkXkEyXkFqcGdeQXVyMTg2NTc4MzA@._V1_UY98_CR4,0,67,98_AL_.jpg"
"Inside Out",0,1,1,1,"tt2096673","2015-09-16","Animation, Adventure, Comedy",95,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",8.1,592575,8.1,8,924,8.3,157974,8.1,188068,7.9,34169,"U","Animation, Adventure, Comedy",94,"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Inside Out",0,1,1,1,"tt0386534","2005-06-13","Drama, Mystery, Thriller",90,"Families in an idyllic suburban neighborhood are taunted by a mysterious doctor who moves in to town and spins a web of psychological chaos that changes their lives forever.",5.4,404,5.9,6,1,5.9,14,5.4,155,5.3,169,"U","Animation, Adventure, Comedy",94,"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Inside Out",0,1,1,1,"tt1640486","2011-09-09","Crime, Drama",93,"A man is released from prison after serving a long time for killing a man who tried to kill his best friend. Once out, he just wants to live a normal life, but his best friend immediately gets him into a new heap of serious troubles.",4.5,1653,5,5,2,4.5,308,4.4,765,4.6,348,"U","Animation, Adventure, Comedy",94,"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Inside Out",0,1,1,1,"tt0091268","1986-11-01","Drama, Romance",87,"An agoraphobic must give up his sheltered life and venture outside after a series of personal and financial problems.",6.2,223,6.9,6,2,6.2,7,6.6,68,6,116,"U","Animation, Adventure, Comedy",94,"https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Isle of Dogs",0,0,1,0,"tt5104604","2018-05-01","Animation, Adventure, Comedy",101,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",7.9,132797,8,8.2,229,8,32578,7.7,42696,7.6,10035,"U","Animation, Adventure, Comedy",82,"https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_UX67_CR0,0,67,98_AL_.jpg"
"Isle of Dogs",0,0,1,0,"tt1588362","2014-01-27","Action, Crime, Thriller",90,"When London gangland boss Darius Deel discovers his new trophy-wife Nadia is having an affair, he hunts down her lover Riley and a deadly game begins.",3.5,511,4.4,1,1,3.5,59,3.5,147,3.4,143,"U","Animation, Adventure, Comedy",82,"https://m.media-amazon.com/images/M/MV5BZDQwOWQ2NmUtZThjZi00MGM0LTkzNDctMzcyMjcyOGI1OGRkXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_UX67_CR0,0,67,98_AL_.jpg"
"It's a Wonderful Life",0,0,1,0,"tt0038650","1948-03-11","Drama, Family, Fantasy",130,"An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.",8.6,388310,8.5,8.8,239,8.7,65446,8.5,139985,8.7,69289,"PG","Drama, Family, Fantasy",89,"https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY98_CR0,0,67,98_AL_.jpg"
"Joker",1,0,0,0,"tt0102166","1991-11-01","Comedy",108,"Nicke loves practical jokes.When Pelle, his best friend, is getting married. Nicke is hosting the bachelor party. It will start with the kidnapping of Pelle. Everything goes wrong and Pelle is kidnapped for real by a terrorist group.",4.6,704,4.8,6.5,2,5,41,4.5,341,4.6,153,"A","Crime, Drama, Thriller",59,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Joker",1,0,0,0,"tt7286456","2019-10-03","Crime, Drama, Thriller",122,"In Gotham City, mentally troubled comedian Arthur Fleck is disregarded and mistreated by society. He then embarks on a downward spiral of revolution and bloody crime. This path brings him face-to-face with his alter-ego: the Joker.",8.5,855097,8.5,8.8,2150,8.6,201812,8.4,240271,8.1,52746,"A","Crime, Drama, Thriller",59,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Joker",1,0,0,0,"tt5611648","2016-08-12","Comedy, Drama",130,"Mannar (protagonist), a villager who declares himself to be the Indian President, protests the absurdities of the government.",8.4,2867,8.6,9,1,8.4,729,8.2,749,5.7,38,"A","Crime, Drama, Thriller",59,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Joker",1,0,0,0,"tt1918886","2012-08-31","Comedy, Family, Sci-Fi",104,"A space scientist working on a project to communicate with aliens visits a village called Paglapur. To improve the plight of the inhabitants of Paglapur, he comes up with a novel idea.",2.4,4953,3.4,3.8,6,2.3,1668,2.4,1562,3.6,172,"A","Crime, Drama, Thriller",59,"https://m.media-amazon.com/images/M/MV5BNGVjNWI4ZGUtNzE0MS00YTJmLWE0ZDctN2ZiYTk2YmI3NTYyXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Kill Bill: Vol. 1",0,1,0,0,"tt0266697","2003-10-24","Action, Crime, Thriller",111,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",8.1,977296,8,8.3,641,8.2,194057,8.1,415274,7.9,90756,"R","Action, Crime, Drama",69,"https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Kill Bill: Vol. 2",0,1,0,0,"tt0378194","2004-04-23","Action, Crime, Thriller",137,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",8,668215,7.9,8.2,480,8.1,128686,7.9,302436,7.8,63218,"A","Action, Crime, Thriller",83,"https://m.media-amazon.com/images/M/MV5BNmFiYmJmN2QtNWQwMi00MzliLThiOWMtZjQxNGRhZTQ1MjgyXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Klaus",1,0,0,0,"tt4729430","2019-11-15","Animation, Adventure, Comedy",96,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",8.2,74832,8.3,8.3,207,8.3,18882,8.1,24056,7.9,4327,"PG","Animation, Adventure, Comedy",65,"https://m.media-amazon.com/images/M/MV5BMWYwOThjM2ItZGYxNy00NTQwLWFlZWEtM2MzM2Q5MmY3NDU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Lagaan: Once Upon a Time in India",1,0,0,0,"tt0169102","2002-08-23","Adventure, Drama, Musical",224,"The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.",8.1,102618,8.2,8.4,58,8.4,28232,8,36758,7,5525,"U","Adventure, Drama, Musical",84,"https://m.media-amazon.com/images/M/MV5BNDYxNWUzZmYtOGQxMC00MTdkLTkxOTctYzkyOGIwNWQxZjhmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Life of Brian",1,0,0,0,"tt0079470","1991-03-28","Comedy",94,"Born on the original Christmas in the stable next door to",8.1,359295,8.1,8.3,187,8,61548,8.1,147571,8.2,53280,"R","Comedy",77,"https://m.media-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Loving Vincent",0,1,0,0,"tt3262342","2017-10-16","Animation, Biography, Crime",94,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",7.8,48412,8,7.5,79,7.9,13016,7.7,14750,7.7,4607,"UA","Animation, Biography, Crime",62,"https://m.media-amazon.com/images/M/MV5BMTU3NjE2NjgwN15BMl5BanBnXkFtZTgwNDYzMzEwMzI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Magnolia",1,0,0,0,"tt0175880","2000-03-17","Drama",188,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",8,284687,7.9,8.4,75,8.2,35468,8,141879,7.7,42042,"R","Drama",77,"https://m.media-amazon.com/images/M/MV5BZjk3YThkNDktNjZjMS00MTBiLTllNTAtYzkzMTU0N2QwYjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Manchester by the Sea",0,0,1,0,"tt4034228","2017-02-16","Drama",137,"A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.",7.8,238464,7.8,8.1,162,8,59271,7.7,81047,7.5,21951,"UA","Drama",96,"https://m.media-amazon.com/images/M/MV5BMTYxMjk0NDg4Ml5BMl5BanBnXkFtZTgwODcyNjA5OTE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Marriage Story",1,0,0,0,"tt7653254","2019-12-06","Comedy, Drama, Romance",137,"Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.",8,227338,7.9,8.4,510,8.1,56573,7.8,69193,7.6,16050,"U","Comedy, Drama, Romance",94,"https://m.media-amazon.com/images/M/MV5BZGVmY2RjNDgtMTc3Yy00YmY0LTgwODItYzBjNWJhNTRlYjdkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Mary Poppins",0,0,0,1,"tt0058331","1965-10-02","Comedy, Family, Fantasy",139,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",7.8,154320,7.9,7.7,134,7.7,26440,7.8,60897,7.9,23895,"U","Comedy, Family, Fantasy",88,"https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Minority Report",1,0,0,0,"tt0181689","2002-09-27","Action, Crime, Mystery",145,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",7.6,498830,7.7,7.7,143,7.7,77737,7.6,239668,7.5,59276,"A","Action, Crime, Mystery",80,"https://m.media-amazon.com/images/M/MV5BZTI3YzZjZjEtMDdjOC00OWVjLTk0YmYtYzI2MGMwZjFiMzBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Miracle on 34th Street",0,0,0,1,"tt0039628","1948-12-14","Comedy, Drama, Family",96,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.",7.9,39089,7.9,8,18,7.8,4394,7.7,13941,8.1,11484,"","Comedy, Drama, Family",88,"https://m.media-amazon.com/images/M/MV5BNjRkOGEwYTUtY2E5Yy00ODg4LTk2ZWItY2IyMzUxOGVhMTM1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Miracle on 34th Street",0,0,0,1,"tt0110527","1994-11-18","Family, Fantasy",114,"A lawyer and a little girl must prove that a man claiming to be Santa Claus is the real thing.",6.5,30670,6.7,5.9,8,6.6,4527,6.4,13602,6.5,4972,"","Comedy, Drama, Family",88,"https://m.media-amazon.com/images/M/MV5BNjRkOGEwYTUtY2E5Yy00ODg4LTk2ZWItY2IyMzUxOGVhMTM1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Misery",0,1,0,0,"tt0100157","1991-03-08","Drama, Thriller",107,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",7.8,179295,7.9,8,90,7.9,30359,7.8,79272,7.8,26987,"R","Drama, Thriller",75,"https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Mission: Impossible - Fallout",0,1,1,0,"tt4912910","2018-08-29","Action, Adventure, Thriller",147,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",7.7,280981,7.8,8.2,502,7.9,58020,7.6,96381,7.6,26935,"UA","Action, Adventure, Thriller",86,"https://m.media-amazon.com/images/M/MV5BNjRlZmM0ODktY2RjNS00ZDdjLWJhZGYtNDljNWZkMGM5MTg0XkEyXkFqcGdeQXVyNjAwMjI5MDk@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Mississippi Burning",0,0,1,0,"tt0095647","1989-02-23","Crime, Drama, History",128,"Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.",7.8,85805,7.9,8,18,7.8,9940,7.8,35713,7.9,20690,"A","Crime, Drama, History",65,"https://m.media-amazon.com/images/M/MV5BZTFjNjU4OTktYzljMS00MmFlLWI3NGEtNjNhMTYwYzUyZDgyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Moana",0,0,0,1,"tt3521164","2016-12-22","Animation, Adventure, Comedy",107,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",7.6,260900,7.7,7.5,498,7.6,65664,7.5,84187,7.5,15816,"U","Animation, Adventure, Comedy",81,"https://m.media-amazon.com/images/M/MV5BMjI4MzU5NTExNF5BMl5BanBnXkFtZTgwNzY1MTEwMDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Monsters, Inc.",0,0,0,1,"tt0198781","2002-03-15","Animation, Adventure, Comedy",92,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think.",8,794964,8.1,8.1,864,8.2,204408,8,283572,8,63312,"U","Animation, Adventure, Comedy",79,"https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Monty Python and the Holy Grail",1,0,0,0,"tt0071853","1976-05-07","Adventure, Comedy, Fantasy",91,"King Arthur (",8.2,491629,8.2,8.5,268,8.2,86423,8.2,202695,8.3,66414,"PG","Adventure, Comedy, Fantasy",91,"https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Moon",1,0,0,0,"tt1182345","2009-12-04","Drama, Mystery, Sci-Fi",97,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",7.9,329812,7.9,7.8,86,7.9,62653,7.9,164413,7.7,35552,"R","Drama, Mystery, Sci-Fi",67,"https://m.media-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Mulan",0,0,0,1,"tt0120762","1998-12-04","Animation, Adventure, Family",88,"To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",7.6,244506,7.8,7.8,227,7.9,73337,7.4,85113,7.2,15738,"U","Animation, Adventure, Family",71,"https://m.media-amazon.com/images/M/MV5BODkxNGQ1NWYtNzg0Ny00Yjg3LThmZTItMjE2YjhmZTQ0ODY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Mystic River",1,0,0,0,"tt0327056","2003-10-24","Crime, Drama, Mystery",138,"The lives of three men who were childhood friends are shattered when one of them has a family tragedy.",7.9,411389,7.9,8.1,83,8,69252,7.9,203715,7.8,49382,"A","Crime, Drama, Mystery",84,"https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_UX67_CR0,0,67,98_AL_.jpg"
"Naked",1,0,0,0,"tt6048930","2017-08-11","Comedy, Fantasy, Romance",96,"Nervous about finally getting married, a guy is forced to relive the same nerve-wracking hours over and over again until he gets things right on his wedding day.",5.4,16639,5.6,5.3,51,5.5,4206,5.3,5657,5.2,1240,"","Comedy, Drama",84,"https://m.media-amazon.com/images/M/MV5BMjA3Y2I4NjAtMDQyZS00ZGJhLWEwMzgtODBiNzE5Zjc1Nzk1L2ltYWdlXkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Naked",1,0,0,0,"tt0107653","1994-11-23","Comedy, Drama",132,"Parallel tales of two sexually obsessed men, one hurting and annoying women physically and mentally, one wandering around the city talking to strangers and experiencing dimensions of life.",7.8,33313,7.9,7.8,14,8.1,6116,7.7,13444,7.6,6191,"","Comedy, Drama",84,"https://m.media-amazon.com/images/M/MV5BMjA3Y2I4NjAtMDQyZS00ZGJhLWEwMzgtODBiNzE5Zjc1Nzk1L2ltYWdlXkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Night of the Living Dead",0,0,1,0,"tt0100258","1990-10-19","Horror",92,"The unburied dead return to life and seek human victims.",6.9,38090,7,6.8,4,6.8,3967,6.9,19820,6.7,6439,"","Horror, Thriller",89,"https://m.media-amazon.com/images/M/MV5BMzRmN2E1ZDUtZDc2ZC00ZmI3LTkwOTctNzE2ZDIzMGJiMTYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Night of the Living Dead",0,0,1,0,"tt0063350","1970-08-01","Horror, Thriller",96,"A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a bloodthirsty, flesh-eating breed of monsters who are ravaging the East Coast of the United States.",7.9,113263,7.9,7.7,51,7.8,15457,7.9,51992,7.9,18778,"","Horror, Thriller",89,"https://m.media-amazon.com/images/M/MV5BMzRmN2E1ZDUtZDc2ZC00ZmI3LTkwOTctNzE2ZDIzMGJiMTYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Ordinary People",0,0,1,0,"tt0081283","1981-02-26","Drama",124,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",7.7,45733,7.8,7.8,9,7.9,5016,7.7,16754,7.7,12663,"U","Drama",86,"https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
"Ordinary People",0,0,1,0,"tt1422101","2009-08-26","Drama",79,"A recent recruit is one of seven soldiers posted to an abandoned farm with little information. Soon a bus full of frightened men arrive and the soldiers are told they are the enemy.",6.1,384,6.3,6.5,2,5.6,44,6,184,6.5,115,"U","Drama",86,"https://m.media-amazon.com/images/M/MV5BNWU3MDFkYWQtMWQ5YS00YTcwLThmNDItODY4OWE2ZTdhZmIwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
